"index","product_name","avg_discount","total_profit","profit_status"
"714","Xerox 1985","0.2","9.072","Profit"
"715","Hon Wood Table, Rectangular","0.2","1.5","Profit"
"716","Acco Side-Punched Conventional Columnar Pads","0.2","-7.8075","Loss"
"717","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","0.2","3.476","Profit"
"718","Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry","0.2","20.636","Profit"
"719","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","0.2","563.816","Profit"
"720","Barricks Coffee Table, with Bottom Storage","0.2","379.82","Profit"
"721","Apple iPhone 5S","0.2","512.991","Profit"
"722","SanDisk Cruzer 4 GB USB Flash Drive","0.2","5.5165","Profit"
"723","Novimex Swivel Fabric Task Chair","0.2","-445.391","Loss"
"724","Polycom SoundStation2 EX Conference phone","0.2","518.336","Profit"
"725","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","0.2","1147.4235","Profit"
"726","O'Sullivan Living Dimensions 3-Shelf Bookcases","0.2","-170.833","Loss"
"727","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","0.2","6.755","Profit"
"728","Xerox 1955","0.2","59.384","Profit"
"729","Mitel 5320 IP Phone VoIP phone","0.2","211.6688","Profit"
"730","Okidata MB760 Printer","0.2","881.37","Profit"
"731","Hon 2111 Invitation Series Corner Table","0.2","-401.9904","Loss"
"732","Xerox 1938","0.2","93.884","Profit"
"733","DAX Natural Wood-Tone Poster Frame","0.2","123.9264","Profit"
"734","Panasonic KX MB2061 Multifunction Printer","0.2","179.73","Profit"
"735","Grip Seal Envelopes","0.2","2.3868","Profit"
"736","Global Troy Executive Leather Low-Back Tilter","0.2","951.862","Profit"
"737","Vtech AT&T CL2940 Corded Speakerphone, Black","0.2","24.2919","Profit"
"738","Xerox 1901","0.2","5.28","Profit"
"739","Bady BDG101FRU Card Printer","0.2","1327.9834","Profit"
"740","Pyle PRT45 Retro Home Telephone","0.2","22.6764","Profit"
"741","Global Push Button Manager's Chair, Indigo","0.2","283.7474","Profit"
"742","Polycom CX300 Desktop Phone USB VoIP phone","0.2","59.996","Profit"
"743","Hon Round Table, Adjustable Height","0.2","113.94","Profit"
"744","Canon Imageclass D680 Copier / Fax","0.2","2799.96","Profit"
"745","Avery 484","0.2","3.3408","Profit"
"746","Ultra Commercial Grade Dual Valve Door Closer","0.2","9.5736","Profit"
"747","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","0.2","20.8208","Profit"
"748","Cardinal Poly Pocket Divider Pockets for Ring Binders","0.2","12.6","Profit"
"749","Cisco Desktop Collaboration Experience DX650 IP Video Phone","0.2","130.2075","Profit"
"750","SanDisk Cruzer 8 GB USB Flash Drive","0.2","-1.3584","Loss"
"751","Samsung Galaxy S4","0.2","438.193","Profit"
"752","Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops","0.2","15.3522","Profit"
"753","Advantus Panel Wall Acrylic Frame","0.2","25.162","Profit"
"754","AT&T CL2909","0.2","153.3092","Profit"
"755","Chromcraft Computer Table, Rectangular","0.2","405.72","Profit"
"756","Hamilton Beach Coffee Grinder, White","0.2","42.46","Profit"
"757","Balt Solid Wood Round Tables","0.2","-1201.0581","Loss"
"758","Self-Adhesive Address Labels for Typewriters with Dispenser Box","0.2","8.9667","Profit"
"759","RCA ViSYS 25425RE1 Corded phone","0.2","36.4473","Profit"
"760","Jabra BIZ 2300 Duo QD Duo Corded Headset","0.2","129.5298","Profit"
"761","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","0.2","54.8451","Profit"
"762","RCA ViSYS 25423RE1 Corded phone","0.2","13.9986","Profit"
"763","Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts","0.2","1.3","Profit"
"764","Hewlett-Packard Deskjet D4360 Printer","0.2","139.99","Profit"
"765","Acco 6 Outlet Guardian Standard Surge Suppressor","0.2","22.971","Profit"
"766","Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream","0.2","5.6376","Profit"
"767","Ultra Door Kickplate, 8""H x 34""W","0.2","27.692","Profit"
"768","Tensor Brushed Steel Torchiere Floor Lamp","0.2","6.796","Profit"
"769","Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate","0.2","31.4712","Profit"
"770","Xerox 1998","0.2","16.3296","Profit"
"771","#6 3/4 Gummed Flap White Envelopes","0.2","24.948","Profit"
"772","Harbour Creations File Folder Labels, Adjustable","0.2","-15.966","Loss"
"773","Hewlett Packard LaserJet 3310 Copier","0.2","6983.8836","Profit"
"774","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","0.2","289.5792","Profit"
"775","DAX Copper Panel Document Frame, 5 x 7 Size","0.2","39.7528","Profit"
"776","Jiffy Padded Mailers with Self-Seal Closure","0.2","10.8054","Profit"
"777","Eldon Jumbo ProFile Portable File Boxes Graphite/Black","0.2","3.6744","Profit"
"778","3M Polarizing Light Filter Sleeves","0.2","75.346","Profit"
"779","Xerox 1989","0.2","2.6892","Profit"
"780","Cisco SPA525G2 IP Phone - Wireless","0.2","43.092","Profit"
"781","6"" Cubicle Wall Clock, Black","0.2","26.2116","Profit"
"782","Iceberg OfficeWorks 42"" Round Tables","0.2","-392.548","Loss"
"783","Hoover Commercial SteamVac","0.2","35.308","Profit"
"784","NETGEAR RangeMax WNR1000 Wireless Router","0.2","11.9952","Profit"
"785","Hon 4060 Series Tables","0.2","96.2856","Profit"
"786","PayAnywhere Card Reader","0.2","17.4825","Profit"
"787","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","0.2","-173.1288","Loss"
"788","Bush Cubix Conference Tables, Fully Assembled","0.2","311.823","Profit"
"789","Bose SoundLink Bluetooth Speaker","0.2","967.14","Profit"
"790","Xerox 1976","0.2","12.7008","Profit"
"791","Avaya 4621SW VoIP phone","0.2","79.866","Profit"
"792","Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive","0.2","3.5742","Profit"
"793","Breville Blender, Silver","0.2","287.13","Profit"
"794","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","0.2","-31.984","Loss"
"795","Portfile Personal File Boxes","0.2","7.434","Profit"
"796","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","0.2","48.755","Profit"
"797","Okidata Calculator, Durable","0.2","-71.635","Loss"
"798","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","0.2","79.2971","Profit"
"799","Hon Round Table, Rectangular","0.2","-303.11","Loss"
"800","Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","0.2","111.3024","Profit"
"801","Samsung Convoy 3","0.2","-31.0772","Loss"
"802","Cuisinart Refrigerator, Black","0.2","2151.797","Profit"
"803","Socket Bluetooth Cordless Hand Scanner (CHS)","0.2","177.198","Profit"
"804","RCA ViSYS 25825 Wireless digital phone","0.2","90.993","Profit"
"805","Hon Wood Table, Adjustable Height","0.2","352.044","Profit"
"806","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","0.2","17.766","Profit"
"807","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","0.2","14.9184","Profit"
"808","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","0.2","43.706","Profit"
"809","HTC One","0.2","125.9874","Profit"
"810","Nortel Meridian M5316 Digital phone","0.2","253.771","Profit"
"811","Sony 8GB Class 10 Micro SDHC R40 Memory Card","0.2","0.3399","Profit"
"812","Cisco SPA 501G IP Phone","0.2","16.011","Profit"
"813","Newell 337","0.2","1.1808","Profit"
"814","Samsung Galaxy Note 2","0.2","353.7884","Profit"
"815","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","0.2","-497.3904","Loss"
"816","Barricks Computer Table, with Bottom Storage","0.2","-293.232","Loss"
"817","Leather Task Chair, Black","0.2","54.588","Profit"
"818","AT&T 1080 Corded phone","0.2","145.2094","Profit"
"819","Tenex ""The Solids"" Textured Chair Mats","0.2","-40.5768","Loss"
"820","Eldon Advantage Foldable Chair Mats for Low Pile Carpets","0.2","-48.78","Loss"
"821","Ikea Corner Shelving, Traditional","0.2","370.708","Profit"
"822","Xerox 21","0.2","43.5456","Profit"
"823","SanDisk Memory Card, USB","0.2","596.114","Profit"
"824","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","0.2","75.2286","Profit"
"825","DAX Clear Channel Poster Frame","0.2","27.702","Profit"
"826","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","0.2","83.9976","Profit"
"827","HON 5400 Series Task Chairs for Big and Tall","0.2","0","Profit"
"828","Master Caster Door Stop, Large Brown","0.2","14.56","Profit"
"829","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","0.2","106.47","Profit"
"830","Hamilton Beach Blender, Silver","0.2","-42.624","Loss"
"831","Fellowes File Cart, Industrial","0.2","-574.062","Loss"
"832","Eldon Lockers, Blue","0.1991666667","-2181.0964","Loss"
"833","Tenex Stacking Tray, Black","0.199","78.5527","Profit"
"834","Hon Rocking Chair, Red","0.1986363636","318.087","Profit"
"835","Samsung Headset, Full Size","0.1983333333","410.6244","Profit"
"836","Stockwell Push Pins, 12 Pack","0.1983333333","105.2686","Profit"
"837","Memorex Mouse, Erganomic","0.1982352941","-56.2956","Loss"
"838","Smead Shipping Labels, Laser Printer Compatible","0.198125","10.6495","Profit"
"839","Enermax Memory Card, USB","0.1979310345","572.264","Profit"
"840","Tenex Light Bulb, Black","0.1972727273","6.641","Profit"
"841","Enermax Cards & Envelopes, Premium","0.196875","298.29","Profit"
"842","OIC Push Pins, Bulk Pack","0.1968421053","95.3179","Profit"
"843","Hoover Stove, Silver","0.1966666667","-2091.7662","Loss"
"844","Xerox Note Cards, Recycled","0.1963636364","165.0714","Profit"
"845","Breville Stove, White","0.19625","-270.6296","Loss"
"846","Ames Mailers, Recycled","0.19625","240.723","Profit"
"847","Hewlett Copy Machine, Color","0.1960740741","2470.4803","Profit"
"848","Hon Steel Folding Chair, Set of Two","0.1960606061","1027.7041","Profit"
"849","Enermax Keyboard, USB","0.1958333333","786.527","Profit"
"850","Hamilton Beach Coffee Grinder, Black","0.1957142857","250.1658","Profit"
"851","Hoover Microwave, Silver","0.1953846154","2651.5002","Profit"
"852","KitchenAid Blender, Black","0.195","660.4012","Profit"
"853","Tenex Shelving, Industrial","0.195","510.1898","Profit"
"854","Bush Westfield Collection Bookcases, Fully Assembled","0.195","73.7154","Profit"
"855","Smead Trays, Single Width","0.1948780488","578.4849","Profit"
"856","Office Star Steel Folding Chair, Red","0.1948387097","-932.6208","Loss"
"857","Acme Letter Opener, Serrated","0.1948275862","460.9289","Profit"
"858","Xerox Computer Printout Paper, Recycled","0.1947368421","284.435","Profit"
"859","Samsung Office Telephone, Full Size","0.1945833333","19.5996","Profit"
"860","Green Bar Parchment Paper, Premium","0.1943478261","-43.3512","Loss"
"861","Advantus Stacking Tray, Erganomic","0.1938888889","107.6629","Profit"
"862","Cameo Interoffice Envelope, Security-Tint","0.1938888889","293.0197","Profit"
"863","Epson Calculator, Red","0.1938461538","-5.6844","Loss"
"864","Samsung Signal Booster, VoIP","0.19375","1139.822","Profit"
"865","Harbour Creations Steel Folding Chair, Adjustable","0.19375","700.972","Profit"
"866","Tenex Clock, Duo Pack","0.19375","586.1432","Profit"
"867","Panasonic Phone, Wireless","0.19375","-366.448","Loss"
"868","Hon Chairmat, Set of Two","0.1936","1211.7924","Profit"
"869","Novimex Executive Leather Armchair, Red","0.1935714286","1450.372","Profit"
"870","Okidata Printer, Wireless","0.1935294118","-186.425","Loss"
"871","SanDisk Mouse, Programmable","0.1935294118","-27.7462","Loss"
"872","Belkin Keyboard, USB","0.1933333333","684.527","Profit"
"873","Eldon Clock, Durable","0.1933333333","226.15","Profit"
"874","OIC Paper Clips, Bulk Pack","0.1933333333","117.689","Profit"
"875","Novimex Color Coded Labels, 5000 Label Set","0.193125","21.1401","Profit"
"876","Eldon Photo Frame, Durable","0.1930769231","335.501","Profit"
"877","Belkin Memory Card, Erganomic","0.1927777778","967.6772","Profit"
"878","Tenex Frame, Erganomic","0.1923529412","450.036","Profit"
"879","Accos Rubber Bands, 12 Pack","0.1923076923","45.573","Profit"
"880","Novimex Shipping Labels, Laser Printer Compatible","0.1921052632","45.4974","Profit"
"881","Sauder 3-Shelf Cabinet, Traditional","0.191875","40.3252","Profit"
"882","Tenex Shelving, Blue","0.1917647059","-659.2784","Loss"
"883","Lesro Computer Table, Adjustable Height","0.1916666667","138.714","Profit"
"884","Fellowes Box, Blue","0.1916129032","192.7008","Profit"
"885","SanDisk Router, Programmable","0.1915789474","147.8415","Profit"
"886","Samsung Headset, with Caller ID","0.1914285714","-175.172","Loss"
"887","Cardinal Hole Reinforcements, Economy","0.1914285714","74.196","Profit"
"888","Enermax Flash Drive, Erganomic","0.1913636364","803.4815","Profit"
"889","Office Star Steel Folding Chair, Set of Two","0.1913333333","910.4976","Profit"
"890","DMI Arturo Collection Mission-style Design Wood Chair","0.1909090909","486.1556","Profit"
"891","Epson Receipt Printer, White","0.1907142857","683.6796","Profit"
"892","SAFCO Chairmat, Set of Two","0.19","275.6388","Profit"
"893","Hon Training Table, Adjustable Height","0.19","1911.789","Profit"
"894","Avery Round Labels, 5000 Label Set","0.19","-6.289","Loss"
"895","Hamilton Beach Toaster, White","0.19","420.9855","Profit"
"896","Hon Bag Chairs, Set of Two","0.1897058824","153.13","Profit"
"897","Advantus Thumb Tacks, 12 Pack","0.1894444444","-50.9078","Loss"
"898","Avery 3-Hole Punch, Economy","0.1892857143","536.713","Profit"
"899","Apple Speaker Phone, Cordless","0.1891666667","-310.6635","Loss"
"900","Hon Shipping Labels, Adjustable","0.189047619","3.8499","Profit"
"901","Eldon Stacking Tray, Erganomic","0.189","114.2288","Profit"
"902","Epson Inkjet, Wireless","0.1889473684","220.6176","Profit"
"903","Belkin Numeric Keypad, USB","0.1889473684","-454.844","Loss"
"904","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","0.1888888889","-491.175","Loss"
"905","Eldon Trays, Single Width","0.1888888889","303.68","Profit"
"906","Novimex Fabric Task Chair","0.1888888889","-131.107","Loss"
"907","Eldon Photo Frame, Black","0.18875","242.2236","Profit"
"908","Advantus Frame, Durable","0.1886363636","-205.7625","Loss"
"909","Accos Rubber Bands, Assorted Sizes","0.1885714286","45.255","Profit"
"910","Cisco Office Telephone, with Caller ID","0.1882352941","-46.443","Loss"
"911","Ikea 3-Shelf Cabinet, Mobile","0.1882352941","598.992","Profit"
"912","Safco Corner Shelving, Traditional","0.1880952381","1633.788","Profit"
"913","Apple Speaker Phone, Full Size","0.1880952381","266.267","Profit"
"914","Motorola Signal Booster, Cordless","0.188","2532.3086","Profit"
"915","OIC Rubber Bands, 12 Pack","0.188","-30.31","Loss"
"916","Sharp Ink, Color","0.188","684.8839","Profit"
"917","Tenex Lockers, Industrial","0.1879411765","1329.892","Profit"
"918","Global Deluxe High-Back Manager's Chair","0.1875","1558.591","Profit"
"919","Global Low Back Tilter Chair","0.1875","-246.3912","Loss"
"920","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","0.1875","1388.6348","Profit"
"921","Konica Calculator, Red","0.1875","136.068","Profit"
"922","Bush Library with Doors, Mobile","0.1875","2660.988","Profit"
"923","KitchenAid Microwave, Silver","0.1872222222","996.7676","Profit"
"924","Epson Printer, White","0.1871428571","-1129.4712","Loss"
"925","Stanley Pens, Water Color","0.1871428571","177.3062","Profit"
"926","Tenex Frame, Durable","0.187","521.1489","Profit"
"927","Hon Rocking Chair, Set of Two","0.1868965517","133.8792","Profit"
"928","Global Value Mid-Back Manager's Chair, Gray","0.1866666667","117.4863","Profit"
"929","Harbour Creations Rocking Chair, Red","0.1866666667","-13.5284","Loss"
"930","Cardinal Binder Covers, Clear","0.1866071429","148.105","Profit"
"931","Kleencut Box Cutter, Serrated","0.1863157895","225.398","Profit"
"932","Avery Index Tab, Economy","0.186","87.3045","Profit"
"933","Global High-Back Leather Tilter, Burgundy","0.1857142857","-474.7414","Loss"
"934","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs","0.1857142857","-866.3496","Loss"
"935","Global Leather Executive Chair","0.1857142857","701.98","Profit"
"936","Eaton Parchment Paper, 8.5 x 11","0.1857142857","191.107","Profit"
"937","OIC Staples, 12 Pack","0.1857142857","10.427","Profit"
"938","HP Fax and Copier, Digital","0.1855555556","2476.6515","Profit"
"939","Office Star Swivel Stool, Black","0.1855","259.1851","Profit"
"940","Deflect-O Door Stop, Black","0.1853846154","-554.632","Loss"
"941","Advantus Door Stop, Duo Pack","0.1853333333","4.0008","Profit"
"942","Enermax Computer Printout Paper, Multicolor","0.185","16.9632","Profit"
"943","Fiskars Box Cutter, Serrated","0.185","317.954","Profit"
"944","Advantus Light Bulb, Duo Pack","0.185","-17.965","Loss"
"945","Accos Staples, Assorted Sizes","0.185","62.852","Profit"
"946","GlobeWeis Interoffice Envelope, Security-Tint","0.1847826087","138.061","Profit"
"947","Ikea 3-Shelf Cabinet, Pine","0.1847058824","-519.4722","Loss"
"948","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","0.1846153846","101.4582","Profit"
"949","Tenex Stacking Tray, Durable","0.1846153846","43.591","Profit"
"950","SAFCO Chairmat, Adjustable","0.1845454545","-301.8224","Loss"
"951","Motorola Headset, Full Size","0.184375","482.533","Profit"
"952","Dania Classic Bookcase, Traditional","0.1842105263","4689.338","Profit"
"953","Cameo Mailers, with clear poly window","0.1840740741","-225.653","Loss"
"954","Ikea 3-Shelf Cabinet, Traditional","0.1838461538","1016.2128","Profit"
"955","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","0.18375","780.3302","Profit"
"956","Harbour Creations Bag Chairs, Black","0.1837037037","631.5955","Profit"
"957","Bush Corner Shelving, Mobile","0.1836363636","127.2417","Profit"
"958","Cuisinart Blender, White","0.1836363636","163.9042","Profit"
"959","GlobeWeis Business Envelopes, with clear poly window","0.1835714286","69.3852","Profit"
"960","Okidata Phone, Wireless","0.1833333333","670.9575","Profit"
"961","Hoover Shoulder Vac Commercial Portable Vacuum","0.1833333333","715.64","Profit"
"962","Office Star - Contemporary Task Swivel Chair","0.1833333333","155.372","Profit"
"963","Epson Calculator, White","0.1833333333","-63.822","Loss"
"964","Bretford CR8500 Series Meeting Room Furniture","0.1833333333","461.127","Profit"
"965","Chromcraft Wood Table, Fully Assembled","0.1833333333","164.442","Profit"
"966","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","0.1833333333","100.211","Profit"
"967","O'Sullivan 2-Shelf Heavy-Duty Bookcases","0.1833333333","-133.1092","Loss"
"968","Cuisinart Toaster, White","0.1833333333","177.23","Profit"
"969","Hon 94000 Series Round Tables","0.1833333333","-717.502","Loss"
"970","Deflect-O Stacking Tray, Erganomic","0.18325","-23.3709","Loss"
"971","Acco Binding Machine, Economy","0.1829411765","229.7933","Profit"
"972","Avery Removable Labels, Alphabetical","0.1829166667","30.32","Profit"
"973","Eaton Note Cards, 8.5 x 11","0.1828571429","282.4045","Profit"
"974","Rogers Shelving, Wire Frame","0.18275","1038.574","Profit"
"975","Konica Calculator, Wireless","0.1827272727","534.9499","Profit"
"976","Konica Card Printer, Red","0.1826315789","1836.7428","Profit"
"977","Motorola Headset, VoIP","0.1825","162.7258","Profit"
"978","Cameo Mailers, Security-Tint","0.1823076923","262.6844","Profit"
"979","Deflect-O Light Bulb, Durable","0.1823076923","66.3992","Profit"
"980","Hewlett Copy Machine, Laser","0.1822857143","-671.98702","Loss"
"981","Advantus Door Stop, Black","0.1822727273","460.4652","Profit"
"982","Brother Personal Copier, Digital","0.1822222222","302.6932","Profit"
"983","Ames Peel and Seal, Set of 50","0.1819230769","-129.6188","Loss"
"984","Geemarc AmpliPOWER60","0.1818181818","384.192","Profit"
"985","Samsung Headset, Cordless","0.1816666667","1343.9495","Profit"
"986","Accos Push Pins, Bulk Pack","0.1816666667","114.2004","Profit"
"987","BIC Pencil Sharpener, Blue","0.1815789474","407.748","Profit"
"988","Kleencut Scissors, Easy Grip","0.1814285714","-4.0573","Loss"
"989","Smead Lockers, Blue","0.1814285714","680.119","Profit"
"990","Epson Phone, Durable","0.1813333333","251.4459","Profit"
"991","Rogers Trays, Single Width","0.1813043478","-571.6474","Loss"
"992","Sanford Markers, Fluorescent","0.1812820513","504.6706","Profit"
"993","Hon Round Labels, Laser Printer Compatible","0.1811538462","61.3344","Profit"
"994","Eldon Lockers, Wire Frame","0.1809375","1573.0118","Profit"
"995","Cuisinart Stove, White","0.1808333333","106.8879","Profit"
"996","Deflect-O Clock, Durable","0.1807692308","33.386","Profit"
"997","Safco Floating Shelf Set, Metal","0.1805882353","168.572","Profit"
"998","Ikea Stackable Bookrack, Metal","0.1804545455","101.646","Profit"
"999","Tenex Shelving, Wire Frame","0.1804","-171.482","Loss"
"1000","Ikea Classic Bookcase, Metal","0.1803703704","610.7693","Profit"
"1001","Motorola Audio Dock, Cordless","0.18","465.5542","Profit"
"1002","Harbour Creations Steel Folding Chair, Set of Two","0.18","381.9542","Profit"
"1003","Cardinal Slant-D Ring Binders","0.18","46.057","Profit"
"1004","Office Impressions End Table, 20-1/2""H x 24""W x 20""D","0.18","-66.8272","Loss"
"1005","Bevis 44 x 96 Conference Tables","0.18","-164.72","Loss"
"1006","Global Leather & Oak Executive Chair, Burgundy","0.18","-114.6764","Loss"
"1007","Harbour Creations Legal Exhibit Labels, Laser Printer Compatible","0.18","80.761","Profit"
"1008","Stanley Pencil Sharpener, Easy-Erase","0.1796774194","496.0144","Profit"
"1009","Logitech Router, Bluetooth","0.1795238095","-1415.6412","Loss"
"1010","Harbour Creations Bag Chairs, Adjustable","0.1792592593","1152.8424","Profit"
"1011","Tenex Box, Wire Frame","0.1792105263","283.5132","Profit"
"1012","Cuisinart Microwave, Black","0.1791666667","-551.6265","Loss"
"1013","Harbour Creations Executive Leather Armchair, Adjustable","0.178974359","10427.326","Profit"
"1014","SAFCO Rocking Chair, Adjustable","0.1789473684","1037.4","Profit"
"1015","HP Ink, Laser","0.1789090909","-78.6294","Loss"
"1016","Safco Classic Bookcase, Mobile","0.17875","1451.1095","Profit"
"1017","Office Star Rocking Chair, Black","0.1786666667","1653.6704","Profit"
"1018","Ibico Binder, Economy","0.1783783784","212.482","Profit"
"1019","SAFCO Swivel Stool, Red","0.1781818182","1761.847","Profit"
"1020","Cisco Speaker Phone, Full Size","0.1781818182","469.2258","Profit"
"1021","Sharp Copy Machine, High-Speed","0.1781176471","875.5812","Profit"
"1022","Enermax Flash Drive, Bluetooth","0.178","-68.1704","Loss"
"1023","Boston Sketch Pad, Water Color","0.1779166667","-809.4325","Loss"
"1024","Eaton Computer Printout Paper, 8.5 x 11","0.1778571429","382.3995","Profit"
"1025","Hewlett Personal Copier, Digital","0.1778","306.98416","Profit"
"1026","Mitel MiVoice 5330e IP Phone","0.1777777778","780.9716","Profit"
"1027","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","0.1777777778","-125.1996","Loss"
"1028","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","0.1777777778","-12.1329","Loss"
"1029","Eaton Cards & Envelopes, Recycled","0.1775","344.6655","Profit"
"1030","Memorex Memory Card, USB","0.1773684211","580.0968","Profit"
"1031","Ames Interoffice Envelope, Recycled","0.1773684211","184.292","Profit"
"1032","Advantus Rubber Bands, 12 Pack","0.1773684211","53.0638","Profit"
"1033","Hon Rocking Chair, Black","0.1773333333","2308.3281","Profit"
"1034","Novimex Chairmat, Red","0.1772727273","258.509","Profit"
"1035","StarTech Card Printer, Durable","0.1772727273","177.333","Profit"
"1036","Hon File Folder Labels, Laser Printer Compatible","0.1772222222","-26.8968","Loss"
"1037","Xerox Computer Printout Paper, Premium","0.177","262.0764","Profit"
"1038","Elite Box Cutter, Serrated","0.177","283.7911","Profit"
"1039","SAFCO Executive Leather Armchair, Adjustable","0.176969697","-1072.3016","Loss"
"1040","Xerox Memo Slips, Recycled","0.1765217391","138.1152","Profit"
"1041","Canvas Sectional Post Binders","0.1764705882","90.6472","Profit"
"1042","Elite Ruler, High Speed","0.1764285714","-11.866","Loss"
"1043","Ames Business Envelopes, Set of 50","0.1763157895","123.4515","Profit"
"1044","Kleencut Letter Opener, Steel","0.17625","173.0072","Profit"
"1045","Stiletto Trimmer, High Speed","0.1761111111","24.4275","Profit"
"1046","Hamilton Beach Stove, Black","0.176","-397.8522","Loss"
"1047","Office Star Bag Chairs, Red","0.176","298.19","Profit"
"1048","Tenex Photo Frame, Duo Pack","0.176","554.533","Profit"
"1049","Novimex Steel Folding Chair, Set of Two","0.1757142857","-397.5104","Loss"
"1050","Hon Bag Chairs, Black","0.1755555556","-258.3592","Loss"
"1051","Jiffy Clasp Envelope, Security-Tint","0.175","-28.564","Loss"
"1052","Executive Impressions 13"" Clairmont Wall Clock","0.175","116.7148","Profit"
"1053","Global Armless Task Chair, Royal Blue","0.175","-20.7332","Loss"
"1054","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","0.175","430.0695","Profit"
"1055","Avery 501","0.175","23.3946","Profit"
"1056","Avery Fluorescent Highlighter Four-Color Set","0.175","9.352","Profit"
"1057","Toshiba IPT2010-SD IP Telephone","0.175","425.3094","Profit"
"1058","Panasonic Kx-TS550","0.175","192.2793","Profit"
"1059","Global Leather and Oak Executive Chair, Black","0.175","854.7832","Profit"
"1060","O'Sullivan 5-Shelf Heavy-Duty Bookcases","0.175","-12.291","Loss"
"1061","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","0.175","35.2974","Profit"
"1062","StarTech Inkjet, White","0.175","2355.288","Profit"
"1063","Panasonic Printer, Red","0.175","-117.842","Loss"
"1064","Hon Bag Chairs, Red","0.1748","525.726","Profit"
"1065","Tenex Light Bulb, Durable","0.1747619048","-61.9208","Loss"
"1066","Okidata Phone, White","0.1746153846","123.9436","Profit"
"1067","GlobeWeis Interoffice Envelope, with clear poly window","0.1746153846","25.1556","Profit"
"1068","Logitech Keyboard, Bluetooth","0.1746153846","575.967","Profit"
"1069","Bush Library with Doors, Traditional","0.1745454545","-205.9896","Loss"
"1070","Elite Trimmer, Steel","0.1744444444","785.7378","Profit"
"1071","Brother Wireless Fax, Laser","0.1744","4000.64386","Profit"
"1072","Enermax Router, Erganomic","0.1742857143","1689.8784","Profit"
"1073","Ibico Hole Reinforcements, Clear","0.1741935484","109.075","Profit"
"1074","Rogers Shelving, Single Width","0.1739285714","-357.4472","Loss"
"1075","Bush Stackable Bookrack, Pine","0.1738636364","2480.208","Profit"
"1076","Samsung Speaker Phone, Cordless","0.1734782609","1045.7367","Profit"
"1077","Boston Canvas, Blue","0.1734482759","834.8184","Profit"
"1078","Tenex Lockers, Wire Frame","0.1733333333","2632.1504","Profit"
"1079","Bush Mission Pointe Library","0.1733333333","24.1568","Profit"
"1080","Memorex Flash Drive, Erganomic","0.1733333333","67.059","Profit"
"1081","Belkin Numeric Keypad, Erganomic","0.1733333333","-185.2475","Loss"
"1082","Avery Legal Exhibit Labels, 5000 Label Set","0.1728","306.2042","Profit"
"1083","KitchenAid Stove, Red","0.1727272727","1223.625","Profit"
"1084","Konica Card Printer, Wireless","0.1727272727","1288.74","Profit"
"1085","Binney & Smith Canvas, Blue","0.1726470588","195.8052","Profit"
"1086","Bush Classic Bookcase, Metal","0.1726086957","5871.783","Profit"
"1087","Hoover Toaster, Silver","0.1725","679.5139","Profit"
"1088","Canon Wireless Fax, Color","0.1722857143","2615.2344","Profit"
